Date,Country/Region,day_of_week,Qtde Autorizados,Valor Autorizados,Qtde Autorizados_2019_mean,Valor Autorizados_2019_mean,populacao,Confirmed,Deaths,C1,C2,C3,C4,C5,C6,C7,C8
05/29/2020,RJ,4,5765699.0,443119143.7,7509616.147945206,450805491.7122742,17264943.0,3067,223,1,1,1,1,0,1,1,1
05/30/2020,RJ,5,5891521.0,462536171.37,7509616.147945206,450805491.7122742,17264943.0,4467,198,1,1,1,1,0,1,1,1
05/31/2020,RJ,6,3354292.0,222474723.34,7509616.147945206,450805491.7122742,17264943.0,968,67,1,1,1,1,0,1,1,1
06/01/2020,RJ,0,5678059.0,392848527.36,7509616.147945206,450805491.7122742,17264943.0,1142,118,0,1,1,0,0,1,1,1
06/02/2020,RJ,1,5837170.0,408984106.41,7509616.147945206,450805491.7122742,17264943.0,2202,224,0,1,1,0,0,1,1,1
06/03/2020,RJ,2,5964606.0,423949815.44,7509616.147945206,450805491.7122742,17264943.0,2508,324,0,1,1,0,0,1,1,1
06/04/2020,RJ,3,5737125.0,410866849.02,7509616.147945206,450805491.7122742,17264943.0,1692,317,0,0,1,0,0,1,1,1
06/05/2020,RJ,4,6248945.0,466052156.64,7509616.147945206,450805491.7122742,17264943.0,2134,146,1,0,1,1,0,1,1,1
06/06/2020,RJ,5,6117633.0,461636520.78,7509616.147945206,450805491.7122742,17264943.0,1467,166,1,0,1,1,0,1,1,1
06/07/2020,RJ,6,3268981.0,210204519.92,7509616.147945206,450805491.7122742,17264943.0,3223,68,1,0,1,1,0,1,1,1
06/08/2020,RJ,0,5616301.0,388195070.79,7509616.147945206,450805491.7122742,17264943.0,1743,74,1,0,1,1,0,1,1,1
06/09/2020,RJ,1,5755780.0,406556167.84,7509616.147945206,450805491.7122742,17264943.0,3480,147,1,0,1,1,0,1,1,1
06/10/2020,RJ,2,6206769.0,443817480.09,7509616.147945206,450805491.7122742,17264943.0,1394,210,1,0,1,1,0,1,1,1
06/11/2020,RJ,3,4424204.0,320786167.43,7509616.147945206,450805491.7122742,17264943.0,1402,225,1,0,1,1,0,1,1,1
06/12/2020,RJ,4,6874923.0,498612257.0,7509616.147945206,450805491.7122742,17264943.0,2009,54,1,0,1,1,0,1,1,1
06/13/2020,RJ,5,5756984.0,412635451.15,7509616.147945206,450805491.7122742,17264943.0,1052,175,1,0,1,1,0,1,1,1
06/14/2020,RJ,6,3189240.0,197255200.14,7509616.147945206,450805491.7122742,17264943.0,736,80,1,0,1,1,0,0,1,1
06/15/2020,RJ,0,5451338.0,379416984.91,7509616.147945206,450805491.7122742,17264943.0,1374,56,1,0,1,1,0,0,1,1
06/16/2020,RJ,1,5715349.0,392973868.61,7509616.147945206,450805491.7122742,17264943.0,2397,239,1,0,1,1,0,0,1,1
06/17/2020,RJ,2,5924208.0,410131922.33,7509616.147945206,450805491.7122742,17264943.0,3620,171,1,0,1,1,0,0,1,1
06/18/2020,RJ,3,5783396.0,409577309.82,7509616.147945206,450805491.7122742,17264943.0,354,274,1,0,1,1,0,0,1,1
06/19/2020,RJ,4,4575870.0,326320871.25,7509616.147945206,450805491.7122742,17264943.0,6061,183,1,0,1,1,0,0,1,1
06/20/2020,RJ,5,6905000.0,500905979.69,7509616.147945206,450805491.7122742,17264943.0,2159,229,1,0,1,1,0,0,1,1
06/21/2020,RJ,6,3444080.0,213096992.13,7509616.147945206,450805491.7122742,17264943.0,596,51,1,0,1,1,0,0,1,1
06/22/2020,RJ,0,5695556.0,390029493.64,7509616.147945206,450805491.7122742,17264943.0,1439,58,1,0,1,0,0,0,1,1
06/23/2020,RJ,1,5846849.0,400955478.73,7509616.147945206,450805491.7122742,17264943.0,3297,220,1,0,1,0,0,0,1,1
06/24/2020,RJ,2,5865667.0,391364251.41,7509616.147945206,450805491.7122742,17264943.0,2624,142,1,0,1,0,0,0,1,1
06/25/2020,RJ,3,5639665.0,393213227.59,7509616.147945206,450805491.7122742,17264943.0,2404,155,1,1,1,0,0,0,1,1
06/26/2020,RJ,4,6418364.0,455193081.13,7509616.147945206,450805491.7122742,17264943.0,2600,137,1,1,1,0,0,0,1,1
06/27/2020,RJ,5,6130325.0,446682327.79,7509616.147945206,450805491.7122742,17264943.0,306,202,1,1,1,0,0,0,1,1
06/28/2020,RJ,6,3445452.0,217925557.12,7509616.147945206,450805491.7122742,17264943.0,2495,30,1,1,1,0,0,0,1,1
06/29/2020,RJ,0,5745685.0,406608586.35,7509616.147945206,450805491.7122742,17264943.0,585,29,1,1,1,0,0,0,1,1
06/30/2020,RJ,1,6357921.0,494670165.6,7509616.147945206,450805491.7122742,17264943.0,728,232,1,1,1,0,0,0,1,1
07/01/2020,RJ,2,6602465.0,482415153.01,7509616.147945206,450805491.7122742,17264943.0,2667,118,1,1,1,0,0,0,1,1
07/02/2020,RJ,3,6537369.0,491304345.89,7509616.147945206,450805491.7122742,17264943.0,1545,134,1,1,1,0,0,0,1,1
07/03/2020,RJ,4,6958867.0,520098156.69,7509616.147945206,450805491.7122742,17264943.0,2133,168,1,1,1,0,0,0,1,1
07/04/2020,RJ,5,6897399.0,541389324.35,7509616.147945206,450805491.7122742,17264943.0,1484,124,1,1,1,0,0,0,1,1
07/05/2020,RJ,6,3684515.0,249869665.61,7509616.147945206,450805491.7122742,17264943.0,852,43,1,1,1,0,0,0,0,1
07/06/2020,RJ,0,6270790.0,448505738.35,7509616.147945206,450805491.7122742,17264943.0,587,31,1,1,1,0,0,0,0,1
07/07/2020,RJ,1,6618009.0,471381407.86,7509616.147945206,450805491.7122742,17264943.0,2207,183,1,1,1,0,0,0,0,1
07/08/2020,RJ,2,6687485.0,486313322.81,7509616.147945206,450805491.7122742,17264943.0,2243,89,1,1,1,0,0,0,0,1
07/09/2020,RJ,3,6487121.0,479520688.02,7509616.147945206,450805491.7122742,17264943.0,1995,145,1,1,1,0,0,0,0,1
07/10/2020,RJ,4,6882903.0,499954742.72,7509616.147945206,450805491.7122742,17264943.0,1119,165,1,1,1,0,0,0,0,1
07/11/2020,RJ,5,6768515.0,508259844.08,7509616.147945206,450805491.7122742,17264943.0,232,126,1,1,1,0,0,0,0,1
07/12/2020,RJ,6,3624037.0,235234043.62,7509616.147945206,450805491.7122742,17264943.0,9,9,1,1,1,0,0,0,0,1
07/13/2020,RJ,0,6071321.0,413768149.65,7509616.147945206,450805491.7122742,17264943.0,2360,59,1,1,1,0,0,0,0,1
07/14/2020,RJ,1,5914151.0,409849942.33,7509616.147945206,450805491.7122742,17264943.0,778,150,1,1,1,0,0,0,0,1
07/15/2020,RJ,2,6181137.0,437644082.39,7509616.147945206,450805491.7122742,17264943.0,1627,133,1,1,1,0,0,0,0,1
07/16/2020,RJ,3,6276264.0,452704554.22,7509616.147945206,450805491.7122742,17264943.0,124,92,1,0,1,0,0,0,0,1
07/17/2020,RJ,4,6771338.0,481159844.28,7509616.147945206,450805491.7122742,17264943.0,657,70,1,0,1,0,0,0,0,1
07/18/2020,RJ,5,6693000.0,489698270.97,7509616.147945206,450805491.7122742,17264943.0,0,0,1,0,1,0,0,0,0,1
07/19/2020,RJ,6,3608915.0,229463358.19,7509616.147945206,450805491.7122742,17264943.0,3294,195,1,0,1,0,0,0,0,1
07/20/2020,RJ,0,6112782.0,411639107.83,7509616.147945206,450805491.7122742,17264943.0,2481,47,1,0,1,0,0,0,0,1
07/21/2020,RJ,1,6254861.0,423490091.09,7509616.147945206,450805491.7122742,17264943.0,4116,132,1,0,1,0,0,0,0,1
07/22/2020,RJ,2,6428094.0,436928703.08,7509616.147945206,450805491.7122742,17264943.0,3502,150,1,0,1,0,0,0,0,1
07/23/2020,RJ,3,6351085.0,438998550.32,7509616.147945206,450805491.7122742,17264943.0,2926,92,1,0,1,0,0,0,0,1
07/24/2020,RJ,4,6850346.0,478027685.83,7509616.147945206,450805491.7122742,17264943.0,3330,119,1,0,1,0,0,0,0,1
07/25/2020,RJ,5,6671573.0,481247659.64,7509616.147945206,450805491.7122742,17264943.0,1414,154,1,0,1,0,0,0,0,1
07/26/2020,RJ,6,3680672.0,233812017.22,7509616.147945206,450805491.7122742,17264943.0,32,27,1,0,1,0,0,0,0,1
07/27/2020,RJ,0,6103458.0,417088196.63,7509616.147945206,450805491.7122742,17264943.0,1509,41,1,0,1,0,0,0,0,1
07/28/2020,RJ,1,6363844.0,434915058.96,7509616.147945206,450805491.7122742,17264943.0,1805,157,1,0,1,0,0,0,0,1
07/29/2020,RJ,2,6403552.0,446844035.97,7509616.147945206,450805491.7122742,17264943.0,2008,165,1,0,1,0,0,0,0,1
07/30/2020,RJ,3,5882246.0,444010659.09,7509616.147945206,450805491.7122742,17264943.0,1995,150,1,0,1,0,0,0,0,1
07/31/2020,RJ,4,7187510.0,575862734.11,7509616.147945206,450805491.7122742,17264943.0,1853,129,1,0,1,0,0,0,0,1
08/01/2020,RJ,5,7162565.0,563122163.74,7509616.147945206,450805491.7122742,17264943.0,1718,79,1,0,1,0,0,0,0,1
08/02/2020,RJ,6,3872724.0,267120586.62,7509616.147945206,450805491.7122742,17264943.0,12,16,1,0,1,0,0,0,0,1
08/03/2020,RJ,0,6703257.0,473578296.88,7509616.147945206,450805491.7122742,17264943.0,839,32,1,0,1,0,0,0,0,1
08/04/2020,RJ,1,6869369.0,487996979.62,7509616.147945206,450805491.7122742,17264943.0,847,111,1,0,1,0,0,0,0,1
08/05/2020,RJ,2,6987229.0,507364036.72,7509616.147945206,450805491.7122742,17264943.0,3768,140,1,0,1,0,0,0,0,1
08/06/2020,RJ,3,6962450.0,527005045.11,7509616.147945206,450805491.7122742,17264943.0,1385,86,1,0,0,0,0,0,0,1
08/07/2020,RJ,4,7720964.0,596486807.34,7509616.147945206,450805491.7122742,17264943.0,1632,87,1,0,0,0,0,0,0,1
08/08/2020,RJ,5,7970553.0,657444751.26,7509616.147945206,450805491.7122742,17264943.0,2828,42,1,0,0,0,0,0,0,1
08/09/2020,RJ,6,3929281.0,259871781.31,7509616.147945206,450805491.7122742,17264943.0,326,10,1,0,0,0,0,0,0,1
08/10/2020,RJ,0,6413666.0,441923356.42,7509616.147945206,450805491.7122742,17264943.0,1166,28,1,0,0,0,0,0,0,1
08/11/2020,RJ,1,6548380.0,450970686.9,7509616.147945206,450805491.7122742,17264943.0,2547,104,1,0,0,0,0,0,0,1
08/12/2020,RJ,2,6671910.0,462523473.52,7509616.147945206,450805491.7122742,17264943.0,3047,83,1,0,0,0,0,0,0,1
08/13/2020,RJ,3,6515072.0,459171995.01,7509616.147945206,450805491.7122742,17264943.0,2475,117,1,0,0,0,0,0,0,1
08/14/2020,RJ,4,7050319.0,502592749.27,7509616.147945206,450805491.7122742,17264943.0,1806,95,1,0,0,0,0,0,0,1
08/15/2020,RJ,5,6906440.0,513068192.85,7509616.147945206,450805491.7122742,17264943.0,723,19,1,0,0,0,0,0,0,1
08/16/2020,RJ,6,3827406.0,251019077.13,7509616.147945206,450805491.7122742,17264943.0,3665,36,1,0,0,0,0,0,0,1
08/17/2020,RJ,0,6072512.0,410946827.66,7509616.147945206,450805491.7122742,17264943.0,372,4,1,0,0,0,0,0,0,1
08/18/2020,RJ,1,6533791.0,446892304.48,7509616.147945206,450805491.7122742,17264943.0,4829,162,1,0,0,0,0,0,0,1
08/19/2020,RJ,2,6625000.0,454067639.87,7509616.147945206,450805491.7122742,17264943.0,3513,185,1,0,0,0,0,0,0,1
08/20/2020,RJ,3,6429532.0,460337006.84,7509616.147945206,450805491.7122742,17264943.0,2923,161,1,0,0,0,0,0,0,1
08/21/2020,RJ,4,6409958.0,463455097.73,7509616.147945206,450805491.7122742,17264943.0,1120,128,0,0,0,0,0,0,0,1
08/22/2020,RJ,5,6227582.0,478077476.23,7509616.147945206,450805491.7122742,17264943.0,3428,65,0,0,0,0,0,0,0,1
08/23/2020,RJ,6,3742610.0,245272332.94,7509616.147945206,450805491.7122742,17264943.0,484,25,0,0,0,0,0,0,0,1
08/24/2020,RJ,0,6288217.0,428007944.93,7509616.147945206,450805491.7122742,17264943.0,412,100,0,0,0,0,0,0,0,1
08/25/2020,RJ,1,6637365.0,451987112.67,7509616.147945206,450805491.7122742,17264943.0,2643,168,0,0,0,0,0,0,0,1
08/26/2020,RJ,2,6687469.0,461647319.93,7509616.147945206,450805491.7122742,17264943.0,2672,140,0,0,0,0,0,0,0,1
08/27/2020,RJ,3,6699917.0,476478518.38,7509616.147945206,450805491.7122742,17264943.0,2523,159,0,0,0,0,0,0,0,1
08/28/2020,RJ,4,7277186.0,527847523.67,7509616.147945206,450805491.7122742,17264943.0,0,0,0,0,0,0,0,0,0,1
08/29/2020,RJ,5,7155859.0,542157373.78,7509616.147945206,450805491.7122742,17264943.0,3759,157,0,0,0,0,0,0,0,1
08/30/2020,RJ,6,3981321.0,264914039.69,7509616.147945206,450805491.7122742,17264943.0,345,11,0,0,0,0,0,0,0,1
08/31/2020,RJ,0,6746126.0,524304246.8,7509616.147945206,450805491.7122742,17264943.0,329,38,0,0,0,0,0,0,0,1
09/01/2020,RJ,1,6695720.0,487228654.74,7509616.147945206,450805491.7122742,17264943.0,3169,152,0,0,0,0,0,0,0,1
09/02/2020,RJ,2,7411293.0,526676314.84,7509616.147945206,450805491.7122742,17264943.0,1532,98,0,0,0,0,0,0,0,1
09/03/2020,RJ,3,7157530.0,525166560.55,7509616.147945206,450805491.7122742,17264943.0,1939,79,0,0,0,0,0,0,0,1
09/04/2020,RJ,4,7487544.0,560956356.53,7509616.147945206,450805491.7122742,17264943.0,2218,73,0,0,0,0,0,0,0,1
09/05/2020,RJ,5,7719934.0,608111552.71,7509616.147945206,450805491.7122742,17264943.0,258,59,0,0,0,0,0,0,0,1
09/06/2020,RJ,6,4299768.0,300896579.07,7509616.147945206,450805491.7122742,17264943.0,71,42,0,0,0,0,0,0,0,1
09/07/2020,RJ,0,4478280.0,306405089.28,7509616.147945206,450805491.7122742,17264943.0,234,25,0,0,0,0,0,0,0,1
02/15/2020,RN,5,1105683.0,83549772.05,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/16/2020,RN,6,599132.0,39363036.34,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/17/2020,RN,0,931472.0,67435934.64,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/18/2020,RN,1,954158.0,70210982.45,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/19/2020,RN,2,932790.0,70127152.49,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/20/2020,RN,3,1026876.0,79099192.18,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/21/2020,RN,4,1140003.0,90941563.52,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/22/2020,RN,5,1093558.0,82302041.53,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/23/2020,RN,6,562404.0,34837434.12,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/24/2020,RN,0,411596.0,23212449.33,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/25/2020,RN,1,576137.0,34253222.14,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/26/2020,RN,2,874299.0,60007572.71,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/27/2020,RN,3,984075.0,74960310.06,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/28/2020,RN,4,1042812.0,85936094.88,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
02/29/2020,RN,5,1089451.0,95875609.61,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/01/2020,RN,6,576212.0,40216833.3,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/02/2020,RN,0,1004335.0,74059813.61,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/03/2020,RN,1,972657.0,72502452.31,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/04/2020,RN,2,956987.0,71763671.58,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/05/2020,RN,3,1010355.0,75770378.23,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/06/2020,RN,4,1075289.0,84981446.46,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/07/2020,RN,5,1129798.0,91284199.8,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/08/2020,RN,6,637266.0,43546334.01,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/09/2020,RN,0,1001206.0,70543611.99,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/10/2020,RN,1,906841.0,65867497.38,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/11/2020,RN,2,944259.0,68426853.35,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/12/2020,RN,3,873306.0,63049609.25,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/13/2020,RN,4,972705.0,72890755.63,888821.7890410959,66435258.229452096,3506853.0,1,0,0,0,0,0,0,0,0,0
03/14/2020,RN,5,1012198.0,77346205.02,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/15/2020,RN,6,598198.0,39351587.89,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/16/2020,RN,0,964628.0,67400784.81,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/17/2020,RN,1,950931.0,70095279.0,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/18/2020,RN,2,920715.0,69695856.16,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/19/2020,RN,3,900570.0,68172425.21,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/20/2020,RN,4,933402.0,75997579.23,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/21/2020,RN,5,865464.0,70795453.5,888821.7890410959,66435258.229452096,3506853.0,5,0,0,0,0,0,0,0,0,0
03/22/2020,RN,6,383638.0,25941742.47,888821.7890410959,66435258.229452096,3506853.0,3,0,0,0,0,0,0,0,0,0
03/23/2020,RN,0,680140.0,50539469.61,888821.7890410959,66435258.229452096,3506853.0,4,0,0,0,0,0,0,0,0,0
03/24/2020,RN,1,609465.0,44365500.74,888821.7890410959,66435258.229452096,3506853.0,0,0,0,0,0,0,0,0,0,0
03/25/2020,RN,2,621024.0,45528530.62,888821.7890410959,66435258.229452096,3506853.0,1,0,0,0,0,0,0,0,0,0
03/26/2020,RN,3,654220.0,48576940.14,888821.7890410959,66435258.229452096,3506853.0,5,0,0,0,0,0,0,0,0,0
03/27/2020,RN,4,695933.0,54160931.23,888821.7890410959,66435258.229452096,3506853.0,9,0,0,0,0,0,0,0,0,0
03/28/2020,RN,5,724051.0,53652686.18,888821.7890410959,66435258.229452096,3506853.0,17,0,0,0,0,0,0,0,0,0
03/29/2020,RN,6,377578.0,23815788.42,888821.7890410959,66435258.229452096,3506853.0,23,1,0,0,0,0,0,0,0,0
03/30/2020,RN,0,681338.0,53216019.74,888821.7890410959,66435258.229452096,3506853.0,9,0,0,0,0,0,0,0,0,0
03/31/2020,RN,1,706342.0,62167637.89,888821.7890410959,66435258.229452096,3506853.0,5,0,0,0,0,0,0,0,0,0
04/01/2020,RN,2,694117.0,56878826.76,888821.7890410959,66435258.229452096,3506853.0,10,1,1,0,1,1,0,0,0,0
04/02/2020,RN,3,712825.0,58163236.88,888821.7890410959,66435258.229452096,3506853.0,13,0,1,0,1,1,0,0,0,0
04/03/2020,RN,4,737078.0,63560724.53,888821.7890410959,66435258.229452096,3506853.0,71,2,1,0,1,1,0,0,0,0
04/04/2020,RN,5,758565.0,61949952.03,888821.7890410959,66435258.229452096,3506853.0,36,1,1,0,1,1,0,0,0,0
04/05/2020,RN,6,372430.0,25284553.73,888821.7890410959,66435258.229452096,3506853.0,30,2,1,0,1,1,0,0,0,0
04/06/2020,RN,0,707619.0,57113330.45,888821.7890410959,66435258.229452096,3506853.0,4,0,1,0,1,1,0,0,0,0
04/07/2020,RN,1,727964.0,60448568.35,888821.7890410959,66435258.229452096,3506853.0,8,1,1,0,1,1,0,0,0,0
04/08/2020,RN,2,766364.0,63518342.92,888821.7890410959,66435258.229452096,3506853.0,7,3,1,0,1,1,0,0,0,0
04/09/2020,RN,3,850712.0,68037061.14,888821.7890410959,66435258.229452096,3506853.0,0,0,1,0,1,1,0,0,0,0
04/10/2020,RN,4,411965.0,26697171.01,888821.7890410959,66435258.229452096,3506853.0,2,0,1,0,1,1,0,0,0,0
04/11/2020,RN,5,805432.0,58955369.81,888821.7890410959,66435258.229452096,3506853.0,26,2,1,0,1,1,0,0,0,0
04/12/2020,RN,6,368300.0,20913651.14,888821.7890410959,66435258.229452096,3506853.0,13,2,1,0,1,1,0,0,0,0
04/13/2020,RN,0,695747.0,52710708.3,888821.7890410959,66435258.229452096,3506853.0,37,2,1,0,1,1,0,0,0,0
04/14/2020,RN,1,668894.0,51629484.81,888821.7890410959,66435258.229452096,3506853.0,37,1,1,0,1,1,0,0,0,0
04/15/2020,RN,2,638259.0,51673263.81,888821.7890410959,66435258.229452096,3506853.0,23,1,1,0,1,1,0,0,0,0
04/16/2020,RN,3,694850.0,56381928.72,888821.7890410959,66435258.229452096,3506853.0,1,1,1,0,1,1,0,0,0,0
04/17/2020,RN,4,755942.0,61765090.58,888821.7890410959,66435258.229452096,3506853.0,63,3,1,0,1,1,0,0,0,0
04/18/2020,RN,5,785557.0,60655403.13,888821.7890410959,66435258.229452096,3506853.0,53,1,1,0,1,1,0,0,0,0
04/19/2020,RN,6,349145.0,20944077.67,888821.7890410959,66435258.229452096,3506853.0,15,1,1,0,1,1,0,0,0,0
04/20/2020,RN,0,747848.0,59994277.43,888821.7890410959,66435258.229452096,3506853.0,64,2,1,0,1,1,0,0,0,0
04/21/2020,RN,1,391706.0,26286287.34,888821.7890410959,66435258.229452096,3506853.0,13,1,1,0,1,1,0,0,0,0
04/22/2020,RN,2,754284.0,59984668.1,888821.7890410959,66435258.229452096,3506853.0,38,1,1,0,1,1,0,0,0,0
04/23/2020,RN,3,722296.0,58683338.95,888821.7890410959,66435258.229452096,3506853.0,62,5,1,0,1,1,0,0,0,0
04/24/2020,RN,4,760013.0,64757166.8,888821.7890410959,66435258.229452096,3506853.0,46,4,0,0,0,0,0,0,0,0
04/25/2020,RN,5,792799.0,62838537.4,888821.7890410959,66435258.229452096,3506853.0,27,2,0,0,0,0,0,0,0,0
04/26/2020,RN,6,376973.0,24130891.76,888821.7890410959,66435258.229452096,3506853.0,44,4,0,0,0,0,0,0,0,0
04/27/2020,RN,0,721387.0,59100164.98,888821.7890410959,66435258.229452096,3506853.0,7,1,0,0,0,0,0,0,0,0
04/28/2020,RN,1,723904.0,63311937.08,888821.7890410959,66435258.229452096,3506853.0,25,3,0,0,0,0,0,0,0,0
04/29/2020,RN,2,768385.0,68559826.27,888821.7890410959,66435258.229452096,3506853.0,229,5,0,0,0,0,0,0,0,0
04/30/2020,RN,3,918129.0,93878320.37,888821.7890410959,66435258.229452096,3506853.0,91,3,0,0,0,0,0,0,0,0
05/01/2020,RN,4,266813.0,16759578.93,888821.7890410959,66435258.229452096,3506853.0,120,0,0,0,0,0,0,0,0,0
05/02/2020,RN,5,886683.0,84963724.08,888821.7890410959,66435258.229452096,3506853.0,69,3,0,0,0,0,0,0,0,0
05/03/2020,RN,6,398649.0,28896692.47,888821.7890410959,66435258.229452096,3506853.0,26,2,0,0,0,0,0,0,0,0
05/04/2020,RN,0,717019.0,63896012.71,888821.7890410959,66435258.229452096,3506853.0,29,1,1,0,1,1,0,0,0,0
05/05/2020,RN,1,763026.0,69261031.43,888821.7890410959,66435258.229452096,3506853.0,115,6,1,0,1,1,0,0,0,0
05/06/2020,RN,2,792254.0,71915683.54,888821.7890410959,66435258.229452096,3506853.0,38,4,1,0,1,1,0,0,0,0
05/07/2020,RN,3,796305.0,74123599.88,888821.7890410959,66435258.229452096,3506853.0,165,4,1,0,1,1,0,0,0,0
05/08/2020,RN,4,847650.0,80857533.11,888821.7890410959,66435258.229452096,3506853.0,82,5,1,0,1,1,0,0,0,0
05/09/2020,RN,5,886304.0,79220114.7,888821.7890410959,66435258.229452096,3506853.0,98,6,1,0,1,1,0,0,0,0
05/10/2020,RN,6,427254.0,28018498.37,888821.7890410959,66435258.229452096,3506853.0,9,1,1,0,1,1,0,0,0,0
05/11/2020,RN,0,704412.0,58511033.33,888821.7890410959,66435258.229452096,3506853.0,61,4,1,0,1,1,0,0,0,0
05/12/2020,RN,1,698880.0,58072574.62,888821.7890410959,66435258.229452096,3506853.0,44,1,1,0,1,1,0,0,0,0
05/13/2020,RN,2,684181.0,57265186.01,888821.7890410959,66435258.229452096,3506853.0,334,12,1,0,1,1,0,0,0,0
05/14/2020,RN,3,687517.0,59192024.59,888821.7890410959,66435258.229452096,3506853.0,170,12,1,0,1,1,0,0,0,0
05/15/2020,RN,4,733990.0,64875139.86,888821.7890410959,66435258.229452096,3506853.0,249,5,1,0,1,1,0,0,0,0
05/16/2020,RN,5,689208.0,56462672.04,888821.7890410959,66435258.229452096,3506853.0,218,14,1,0,1,1,0,0,0,0
05/17/2020,RN,6,382689.0,25649202.51,888821.7890410959,66435258.229452096,3506853.0,133,3,1,0,1,1,0,0,0,0
05/18/2020,RN,0,726155.0,58567367.95,888821.7890410959,66435258.229452096,3506853.0,47,7,1,0,1,1,0,0,0,0
05/19/2020,RN,1,698331.0,57712064.17,888821.7890410959,66435258.229452096,3506853.0,299,14,1,0,1,1,0,0,0,0
05/20/2020,RN,2,720162.0,59822625.47,888821.7890410959,66435258.229452096,3506853.0,313,10,1,0,1,1,0,0,0,0
05/21/2020,RN,3,722136.0,59966847.09,888821.7890410959,66435258.229452096,3506853.0,264,8,1,0,0,0,0,0,0,0
05/22/2020,RN,4,728990.0,62328609.86,888821.7890410959,66435258.229452096,3506853.0,191,3,1,0,0,0,0,0,0,0
05/23/2020,RN,5,763095.0,60522301.64,888821.7890410959,66435258.229452096,3506853.0,348,3,1,0,0,0,0,0,0,0
05/24/2020,RN,6,354537.0,23385108.97,888821.7890410959,66435258.229452096,3506853.0,98,16,1,0,0,0,0,0,0,0
05/25/2020,RN,0,734281.0,60690367.12,888821.7890410959,66435258.229452096,3506853.0,62,9,1,0,0,0,0,0,0,0
05/26/2020,RN,1,739880.0,62220728.1,888821.7890410959,66435258.229452096,3506853.0,713,11,1,0,0,0,0,0,0,0
05/27/2020,RN,2,757537.0,65438800.3,888821.7890410959,66435258.229452096,3506853.0,158,22,1,0,0,0,0,0,0,0
05/28/2020,RN,3,759800.0,67891985.14,888821.7890410959,66435258.229452096,3506853.0,0,12,1,0,0,0,0,0,0,0
05/29/2020,RN,4,811603.0,76461380.82,888821.7890410959,66435258.229452096,3506853.0,833,14,1,0,0,0,0,0,0,0
05/30/2020,RN,5,857937.0,81046195.6,888821.7890410959,66435258.229452096,3506853.0,939,37,1,0,0,0,0,0,0,0
05/31/2020,RN,6,432447.0,33349785.67,888821.7890410959,66435258.229452096,3506853.0,0,0,1,0,0,0,0,0,0,0
